Player_SN,Player_LN,ratings_mean,Player Valuation,scouting_period,Age,Height,Position,Foot,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Goals.1,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,Penalty.Kicks.Made.1,Penalty.Kicks.Attempted.1,xG.1,npxG.1,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Assists.1,xA.1,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Passes.Attempted.1,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Completed.1,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Yellow.Cards.1,Red.Cards.1,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Crosses.1,Interceptions.1,Tackles.Won.1,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won
Florent Balmont,Florent Balmont,0.0045929808374023,250000,2017-2018,39,1.68,Central Midfield,right,Ligue 1,0.1,0.31,0.1,0.0,0.0,0.31,0.0,0.02,0.02,0.13,0.14,0.1,0.52,0.31,60.0,0.2,0.33,27.2,0.0,0.0,0.0,0.02,0.02,0.03,0.08,0.08,43.53,52.95,82.2,766.15,213.07,18.73,20.51,91.3,18.73,21.66,86.5,4.4,8.48,51.9,0.31,0.13,0.73,3.98,0.84,0.21,5.23,52.95,50.65,2.3,1.26,0.0,7.22,1.05,0.84,0.31,0.0,0.0,0.0,40.08,2.83,10.05,2.51,48.45,1.36,0.63,0.0,43.53,0.1,0.73,0.73,0.84,2.72,2.3,0.0,0.1,0.0,0.21,0.1,0.31,0.31,0.0,0.0,0.0,0.0,0.0,1.47,0.63,0.52,0.63,0.31,0.31,1.67,18.8,1.36,19.88,5.86,29.5,5.65,10.88,3.35,1.67,0.1,0.0,1.57,0.73,2.2,0.1,0.0,62.58,1.05,13.6,37.88,16.33,0.73,60.59,0.52,0.73,71.4,0.52,0.0,47.93,219.98,113.13,4.6,2.2,0.21,1.47,1.36,47.3,42.38,89.6,2.83,0.31,0.0,0.0,0.94,1.67,0.0,0.84,0.73,0.63,0.0,0.0,0.0,11.62,0.0,0.1,0.0
Florent Hadergjonaj,Florent Hadergjonaj,0.00461062564143,4166666,2017-2018,24,1.82,Right-Back,right,Premier League,0.0,0.05,0.0,0.0,0.0,0.16,0.0,0.03,0.03,0.09,0.11,0.0,0.43,0.11,25.0,0.0,0.0,25.3,0.0,0.0,0.0,0.03,0.03,0.06,-0.03,-0.03,32.69,49.09,66.6,622.74,279.19,13.87,16.4,84.6,13.23,19.3,68.5,5.0,11.67,42.9,0.05,0.09,1.4,2.26,1.51,0.97,3.49,49.09,37.47,11.61,0.54,0.11,5.97,1.72,4.78,0.22,0.0,0.16,0.05,20.75,12.15,16.18,2.9,33.06,1.61,10.86,0.05,32.69,0.32,1.51,2.31,1.18,1.83,1.67,0.05,0.0,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.4,0.59,0.59,0.59,0.22,0.54,1.51,35.7,0.97,13.44,3.71,27.6,5.38,6.18,1.88,1.72,0.54,0.0,1.18,1.18,2.58,2.85,0.0,58.71,3.39,14.52,26.56,20.54,0.81,47.26,0.75,1.67,45.2,0.91,0.16,30.16,145.16,83.87,4.25,1.4,0.11,0.38,0.65,37.9,31.83,84.0,2.26,0.16,0.0,0.0,0.86,0.54,0.22,4.78,1.18,0.59,0.0,0.0,0.0,7.15,0.91,1.4,39.5
Florent Mollet,Florent Mollet,0.0670779910301883,1250000,2017-2018,27,1.75,Central Midfield,right,Ligue 1,0.45,0.06,0.38,0.06,0.06,0.32,0.0,0.24,0.19,0.11,0.31,0.45,2.87,1.59,55.6,0.13,0.24,22.4,0.57,0.06,0.06,0.24,0.19,0.07,0.21,0.19,35.57,44.55,79.8,700.75,140.93,14.47,16.13,89.7,14.28,16.89,84.5,5.99,9.56,62.7,0.06,0.11,1.4,3.0,0.32,0.19,2.8,44.55,40.47,4.08,1.98,0.26,8.73,2.8,2.61,1.85,0.0,0.0,0.0,31.81,3.63,9.11,5.74,37.16,1.08,0.19,0.19,35.57,0.06,1.4,0.83,1.21,2.74,1.59,0.51,0.26,0.13,0.19,0.06,0.26,0.13,0.0,0.06,0.06,0.0,0.0,1.15,0.57,0.51,0.38,0.26,0.32,0.89,35.7,0.57,15.17,4.02,26.5,2.68,8.54,3.95,0.83,0.13,0.0,0.7,0.64,1.78,0.38,0.0,58.0,1.02,7.33,29.38,25.5,2.55,53.6,1.02,1.72,59.3,1.08,0.06,41.69,226.78,98.6,5.1,1.85,0.51,2.29,1.66,48.57,40.22,82.8,6.69,0.32,0.0,0.0,2.1,1.66,0.19,2.61,0.64,0.57,0.0,0.0,0.0,8.16,0.19,0.32,37.5
Florian Grillitsch,Florian Grillitsch,0.0049701740444877,7333333,2017-2018,23,1.87,Defensive Midfield,right,Bundesliga,0.05,0.1,0.05,0.0,0.0,0.24,0.0,0.06,0.06,0.08,0.14,0.05,0.86,0.29,33.3,0.06,0.17,22.4,0.0,0.0,0.0,0.06,0.06,0.07,-0.01,-0.01,41.65,50.63,82.3,840.95,230.54,15.02,17.31,86.8,19.3,21.87,88.3,6.75,9.37,72.1,0.1,0.08,1.19,4.28,0.71,0.1,5.04,50.63,48.26,2.38,2.14,0.19,8.56,1.52,0.43,0.0,0.0,0.0,0.0,31.47,9.46,9.7,5.37,41.03,2.76,0.24,0.33,41.65,0.24,0.71,0.71,1.43,2.33,1.95,0.05,0.14,0.1,0.1,0.0,0.19,0.14,0.0,0.0,0.05,0.0,0.0,3.23,2.23,1.66,1.43,0.14,0.95,2.71,35.1,1.76,23.58,8.32,35.3,8.03,13.12,2.42,1.71,0.1,0.0,1.62,1.28,4.52,2.23,0.1,61.47,2.57,14.45,40.79,10.74,1.05,59.71,1.24,1.57,78.8,1.28,0.0,37.61,209.86,108.97,4.66,1.57,0.19,0.76,1.0,39.27,36.75,93.6,2.04,0.24,0.0,0.0,1.57,2.14,0.0,0.43,1.28,2.23,0.0,0.0,0.0,13.84,1.43,1.76,44.8
Florian Kainz,Florian Kainz,0.0459804067359362,3500000,2017-2018,26,1.76,Left Winger,right,Bundesliga,0.16,0.16,0.16,0.0,0.0,0.27,0.0,0.17,0.17,0.18,0.35,0.16,1.93,0.64,33.3,0.08,0.25,21.6,0.27,0.0,0.0,0.17,0.17,0.09,-0.01,-0.01,29.39,42.1,69.8,569.93,216.31,12.66,15.39,82.2,12.07,15.82,76.3,4.08,8.74,46.6,0.16,0.18,2.04,3.06,1.66,0.54,5.2,42.1,37.44,4.67,0.8,0.21,7.67,2.63,3.22,2.15,0.7,0.38,0.16,23.17,8.31,10.62,7.08,30.36,1.88,1.72,0.43,29.39,0.21,1.02,0.86,2.25,3.81,2.25,1.02,0.11,0.21,0.16,0.05,0.21,0.16,0.05,0.0,0.0,0.0,0.0,1.5,0.75,0.48,0.86,0.16,0.38,1.23,30.4,0.86,18.56,4.24,22.8,3.43,10.83,4.29,1.13,0.05,0.0,1.07,0.59,2.09,0.91,0.0,54.44,0.54,7.35,24.3,27.46,2.52,49.83,1.88,3.22,58.3,2.04,0.21,39.64,222.43,134.14,6.49,2.52,0.59,1.66,1.93,46.13,37.12,80.5,5.42,0.27,0.0,0.0,2.15,1.93,0.16,3.22,0.59,0.75,0.0,0.0,0.0,7.56,0.75,0.75,50.0
Florian Lejeune,Florian Grégoire Claude Lejeune,0.005412846560603,7500000,2017-2018,28,1.9,Centre-Back,right,Premier League,0.0,0.09,0.0,0.0,0.0,0.13,0.0,0.02,0.02,0.06,0.07,0.0,0.56,0.09,15.4,0.0,0.0,20.9,0.09,0.0,0.0,0.02,0.02,0.03,-0.02,-0.02,35.39,43.99,80.4,828.45,304.84,10.01,10.83,92.5,16.73,18.87,88.7,8.22,13.4,61.3,0.09,0.06,0.3,2.7,0.09,0.0,2.23,43.99,42.33,1.67,1.54,0.04,5.31,2.31,0.09,0.0,0.0,0.0,0.0,27.99,4.54,11.47,5.31,33.72,3.17,0.13,0.04,35.39,0.13,0.9,0.98,0.43,0.56,0.47,0.0,0.0,0.04,0.0,0.04,0.13,0.13,0.0,0.0,0.0,0.0,0.0,1.84,1.03,1.54,0.26,0.04,0.86,1.41,60.6,0.56,10.1,3.72,36.9,7.45,2.4,0.26,1.75,0.77,0.04,0.98,2.35,4.19,8.47,0.0,58.93,7.75,35.78,24.39,2.57,0.81,57.22,0.26,0.3,85.7,0.3,0.0,29.91,184.49,96.16,2.31,0.3,0.0,0.21,0.17,31.24,30.09,96.3,0.04,0.13,0.0,0.0,0.73,0.68,0.09,0.09,2.35,1.03,0.0,0.04,0.0,11.26,3.81,2.4,61.4
Florian Thauvin,Florian Tristan Mariano Thauvin,0.1651635557309541,39000000,2017-2018,26,1.79,Right Winger,left,Ligue 1,0.67,0.34,0.58,0.09,0.12,0.21,0.0,0.46,0.37,0.28,0.65,0.67,3.91,1.46,37.5,0.15,0.4,17.4,0.18,0.09,0.12,0.46,0.37,0.09,0.21,0.21,40.0,55.37,72.2,654.5,213.13,21.6,25.35,85.2,13.33,17.82,74.8,3.78,9.09,41.6,0.34,0.28,2.26,3.72,1.8,0.67,5.31,55.37,51.13,4.24,1.07,0.31,8.97,1.98,4.39,2.04,0.0,0.0,0.0,39.11,4.64,11.62,45.03,9.0,0.64,0.52,0.12,40.0,0.31,1.83,1.68,2.68,4.97,3.17,0.27,0.79,0.37,0.37,0.0,0.82,0.46,0.06,0.09,0.12,0.09,0.0,1.04,0.52,0.46,0.49,0.09,0.46,1.25,36.6,0.79,10.34,2.87,27.7,2.53,4.88,2.93,1.13,0.03,0.0,1.1,0.55,1.59,0.27,0.0,70.81,0.67,6.96,32.61,37.74,6.38,66.51,2.47,3.91,63.3,2.78,0.03,53.57,329.06,195.83,10.71,3.26,1.95,2.59,2.9,62.76,55.13,87.8,9.46,0.21,0.0,0.0,0.85,1.71,0.52,4.39,0.55,0.52,0.03,0.0,0.0,6.32,0.12,0.49,20.0
Florin Andone,Florin Andone,0.0412235543541655,5000000,2017-2018,26,1.8,Centre-Forward,right,La Liga,0.39,0.17,0.39,0.0,0.06,0.33,0.0,0.58,0.54,0.06,0.6,0.39,2.97,1.1,37.0,0.13,0.35,12.1,0.0,0.0,0.06,0.58,0.54,0.18,-0.25,-0.21,10.62,16.78,63.3,147.16,17.77,6.6,8.8,75.0,3.69,5.61,65.7,0.11,0.94,11.8,0.17,0.06,0.44,0.28,0.39,0.17,0.61,16.78,15.68,1.1,0.0,0.0,4.24,0.28,1.1,0.0,0.0,0.0,0.0,9.74,3.96,3.08,2.26,10.12,3.08,0.11,0.5,10.62,0.11,0.77,0.17,1.27,1.16,0.72,0.0,0.0,0.33,0.11,0.0,0.28,0.17,0.0,0.0,0.06,0.06,0.0,0.55,0.44,0.22,0.33,0.0,0.11,0.72,15.4,0.61,18.59,3.52,18.9,1.38,7.81,9.41,0.72,0.17,0.0,0.55,0.22,0.77,0.55,0.0,30.53,0.72,2.59,13.59,16.61,5.78,29.38,0.72,2.2,32.5,0.83,0.06,19.97,78.39,44.56,2.2,0.5,0.77,3.91,2.15,43.35,22.39,51.6,9.85,0.33,0.0,0.0,3.36,1.21,0.99,1.1,0.22,0.44,0.0,0.0,0.0,3.41,1.16,3.41,25.3
Fouad Chafik,Fouad Chafik,0.0048583331847064,1500000,2017-2018,32,1.83,Right-Back,right,Ligue 1,0.0,0.11,0.0,0.0,0.0,0.22,0.0,0.01,0.01,0.09,0.1,0.0,0.33,0.06,16.7,0.0,0.0,22.9,0.0,0.0,0.0,0.01,0.01,0.03,-0.01,-0.01,35.43,48.32,73.3,641.38,282.94,16.24,18.92,85.8,14.28,18.8,76.0,4.3,8.82,48.7,0.11,0.09,1.06,2.06,1.23,0.67,3.74,48.32,38.95,9.37,0.5,0.0,7.81,0.78,2.06,0.06,0.0,0.0,0.0,24.44,8.7,15.18,2.18,32.7,3.91,8.82,0.11,35.43,0.0,1.28,1.0,1.12,1.62,1.34,0.17,0.06,0.06,0.0,0.0,0.28,0.22,0.0,0.0,0.06,0.0,0.0,2.96,1.51,1.51,1.06,0.39,0.45,1.39,32.0,0.95,11.66,3.96,34.0,5.58,4.74,1.34,1.51,0.11,0.06,1.39,1.56,4.52,1.51,0.0,58.47,2.46,19.42,25.67,17.97,0.56,49.49,0.84,1.73,48.4,1.12,0.11,32.14,178.88,104.23,4.69,1.95,0.28,0.89,0.73,33.81,29.57,87.5,2.29,0.22,0.0,0.0,1.06,1.06,0.11,2.06,1.56,1.51,0.0,0.0,0.0,10.16,0.61,0.84,42.3
Francesco Acerbi,Francesco Acerbi,0.0050219745290689,10000000,2017-2018,31,1.92,Centre-Back,left,Serie A,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.04,0.04,0.02,0.06,0.0,0.39,0.05,13.3,0.0,0.0,15.6,0.0,0.0,0.0,0.04,0.04,0.1,-0.04,-0.04,35.76,43.24,82.7,806.84,239.08,9.53,11.24,84.8,17.97,20.0,89.9,7.92,11.18,70.8,0.0,0.02,0.34,2.74,0.16,0.08,2.55,43.24,40.68,2.55,1.89,0.03,6.18,1.95,0.24,0.0,0.0,0.0,0.0,26.5,6.13,10.61,30.26,7.13,3.45,0.66,0.08,35.76,0.08,1.08,0.53,0.45,0.74,0.66,0.0,0.0,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.89,0.87,0.47,0.11,0.45,0.87,51.5,0.42,8.63,2.92,33.8,4.92,2.97,0.74,1.92,0.68,0.0,1.24,1.24,2.68,5.92,0.05,54.97,8.71,28.92,25.24,4.11,0.68,52.47,0.39,0.53,75.0,0.42,0.0,30.26,188.71,82.0,2.53,0.92,0.05,0.5,0.34,27.55,26.42,95.9,0.66,0.08,0.0,0.0,0.95,0.87,0.0,0.24,1.24,0.89,0.0,0.03,0.03,13.68,2.71,0.84,76.3
Francesco Cassata,Francesco Cassata,0.0046830940031525,3500000,2017-2018,21,1.83,Central Midfield,right,Serie A,0.2,0.0,0.2,0.0,0.0,0.59,0.2,0.06,0.06,0.0,0.08,0.2,0.99,0.2,20.0,0.2,1.0,26.2,0.2,0.0,0.0,0.06,0.06,0.06,0.14,0.14,16.97,26.05,65.2,330.99,98.29,8.88,10.46,84.9,3.55,5.13,69.2,4.14,8.49,48.8,0.0,0.0,0.2,2.57,0.59,0.2,2.76,26.05,24.47,1.58,0.79,0.0,4.74,1.58,1.78,0.79,0.39,0.0,0.2,13.22,5.53,7.3,2.96,22.11,0.59,0.0,0.0,16.97,0.0,0.39,0.0,1.78,0.99,0.79,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,1.38,1.38,0.99,0.2,1.58,3.95,40.0,2.37,32.37,8.68,26.8,8.68,16.38,7.3,1.18,0.0,0.0,1.18,0.39,2.96,0.99,0.0,37.11,0.39,6.71,19.74,13.22,0.79,35.33,1.58,2.76,57.1,1.58,0.0,27.04,120.79,45.79,2.76,0.99,0.39,1.38,0.99,28.22,22.11,78.3,2.96,0.59,0.2,0.0,2.96,2.17,0.0,1.78,0.39,1.38,0.0,0.0,0.0,7.11,0.79,0.99,44.4
Francesco Magnanelli,Francesco Magnanelli,0.0044614912822059,900000,2017-2018,34,1.81,Defensive Midfield,right,Serie A,0.0,0.0,0.0,0.0,0.0,0.4,0.07,0.01,0.01,0.05,0.06,0.0,0.4,0.04,9.1,0.0,0.0,25.3,0.0,0.0,0.0,0.01,0.01,0.03,-0.01,-0.01,49.15,60.46,81.3,1066.89,287.84,16.18,18.56,87.2,21.38,24.67,86.7,10.62,15.67,67.7,0.0,0.05,0.98,5.16,0.83,0.07,5.24,60.46,54.43,6.03,4.84,0.11,9.07,3.5,0.54,0.69,0.14,0.18,0.0,36.22,9.57,14.66,4.41,51.54,3.43,0.04,0.18,49.15,0.29,1.44,0.79,0.72,2.31,1.81,0.43,0.0,0.0,0.07,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,2.06,1.3,1.05,0.69,0.33,0.61,2.74,22.4,2.13,20.59,6.03,29.3,8.45,9.86,2.28,1.99,0.36,0.0,1.63,1.16,3.21,2.24,0.04,69.92,4.23,16.36,43.48,13.4,0.25,64.68,0.36,0.61,58.8,0.4,0.07,42.26,177.94,81.33,2.74,0.69,0.0,0.25,1.01,41.57,39.37,94.7,1.55,0.4,0.07,0.07,1.55,2.46,0.0,0.54,1.16,1.3,0.0,0.0,0.0,16.0,0.98,0.79,55.1
Francesco Vicari,Francesco Vicari,0.0044893300388212,1750000,2017-2018,24,1.9,Centre-Back,right,Serie A,0.0,0.03,0.0,0.0,0.0,0.32,0.03,0.01,0.01,0.02,0.03,0.0,0.25,0.03,12.5,0.0,0.0,21.4,0.0,0.0,0.0,0.01,0.01,0.04,-0.01,-0.01,31.79,37.73,84.3,730.4,256.1,7.9,8.75,90.3,16.78,18.33,91.6,7.02,10.4,67.5,0.03,0.02,0.09,2.15,0.16,0.0,2.72,37.73,36.56,1.17,1.17,0.06,5.25,1.2,0.0,0.0,0.0,0.0,0.0,25.22,4.04,8.47,3.32,31.54,1.93,0.0,0.06,31.79,0.16,0.88,0.19,0.28,0.22,0.19,0.0,0.0,0.0,0.0,0.03,0.06,0.03,0.0,0.0,0.0,0.0,0.03,1.33,0.76,0.85,0.41,0.06,0.66,1.39,47.7,0.73,6.51,2.21,34.0,4.46,1.93,0.13,1.86,1.14,0.0,0.73,0.38,1.71,5.81,0.06,47.56,7.93,28.92,21.99,0.82,0.32,46.42,0.19,0.25,75.0,0.19,0.0,27.71,160.88,114.62,1.86,0.09,0.0,0.13,0.06,28.22,28.0,99.2,0.16,0.32,0.03,0.0,0.66,0.73,0.0,0.0,0.38,0.76,0.0,0.03,0.06,8.03,1.61,1.07,60.0
Francis Coquelin,Francis Coquelin,0.0172136271708713,12000000,2017-2018,28,1.77,Defensive Midfield,right,La Liga,0.14,0.0,0.14,0.0,0.0,0.27,0.0,0.05,0.05,0.01,0.05,0.14,0.68,0.41,60.0,0.2,0.33,24.0,0.0,0.0,0.0,0.05,0.05,0.08,0.08,0.08,35.34,43.01,82.2,647.4,192.05,15.89,18.49,85.9,14.93,17.53,85.2,4.25,6.3,67.4,0.0,0.01,0.27,4.52,0.14,0.0,4.25,43.01,42.6,0.41,0.27,0.0,11.64,1.51,0.55,0.0,0.0,0.0,0.0,31.51,4.79,6.71,4.11,33.7,3.42,0.14,0.14,35.34,0.68,1.1,0.82,0.82,1.1,0.96,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,1.23,1.23,0.68,0.0,0.82,1.64,50.0,0.82,19.73,4.79,24.3,8.36,9.73,1.64,0.82,0.27,0.0,0.55,1.51,3.42,2.05,0.14,53.42,3.29,13.84,33.29,9.73,1.23,53.01,1.64,2.88,57.1,1.92,0.14,38.77,175.75,89.04,3.01,0.68,0.14,0.82,0.82,34.66,31.1,89.7,3.15,0.27,0.0,0.0,2.33,1.37,0.14,0.55,1.51,1.23,0.0,0.0,0.0,12.88,1.78,0.82,68.4
Francis Guerrero,Francisco Javier Guerrero Martín,0.0233974970137084,1100000,2017-2018,22,1.75,Right-Back,right,La Liga,0.09,0.0,0.09,0.0,0.0,0.18,0.0,0.04,0.04,0.06,0.1,0.09,0.36,0.09,25.0,0.25,1.0,19.1,0.0,0.0,0.0,0.04,0.04,0.09,0.05,0.05,40.79,53.75,75.9,634.98,217.79,21.39,25.11,85.2,17.58,21.93,80.2,1.72,5.17,33.3,0.0,0.06,0.73,1.99,0.91,0.36,2.99,53.75,47.95,5.8,0.54,0.0,7.25,0.54,2.18,0.0,0.0,0.0,0.0,36.34,9.06,8.34,8.88,35.62,2.9,5.26,0.36,40.79,0.09,1.81,1.54,2.54,1.09,1.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1.99,1.54,1.09,0.27,0.82,2.27,36.0,1.45,17.04,5.08,29.8,8.25,6.34,2.45,2.18,0.27,0.0,1.9,1.72,4.62,0.91,0.09,66.53,3.72,18.94,28.01,24.47,1.63,60.82,1.63,2.36,69.2,1.72,0.0,46.86,233.38,116.74,5.62,2.08,0.36,1.18,2.45,48.13,42.15,87.6,3.17,0.18,0.0,0.0,1.99,2.45,0.09,2.18,1.72,1.99,0.0,0.0,0.0,8.88,0.73,1.0,42.1
Francisco Portillo,Francisco Portillo Soler,0.0171361098084969,1750000,2017-2018,29,1.69,Right Winger,right,La Liga,0.07,0.11,0.04,0.04,0.07,0.22,0.0,0.1,0.04,0.11,0.15,0.07,0.55,0.22,40.0,0.07,0.17,19.5,0.0,0.04,0.07,0.1,0.04,0.07,-0.03,0.0,26.85,36.77,73.0,443.49,162.62,14.2,17.63,80.5,9.73,13.13,74.1,2.45,4.35,56.3,0.11,0.11,0.88,3.44,1.98,0.07,4.57,36.77,36.04,0.73,0.15,0.29,8.2,0.48,0.73,0.29,0.0,0.0,0.0,25.13,5.41,6.22,2.09,32.27,1.76,0.26,0.18,26.85,0.33,0.73,1.54,1.72,1.98,1.65,0.07,0.07,0.04,0.07,0.07,0.29,0.22,0.04,0.04,0.0,0.0,0.0,0.99,0.62,0.44,0.37,0.18,0.33,1.65,20.0,1.32,22.35,6.33,28.3,5.85,11.82,4.68,1.61,0.07,0.0,1.54,0.59,1.57,0.37,0.0,47.01,0.8,7.1,23.05,20.3,1.57,46.32,1.83,3.07,59.5,1.94,0.11,38.56,154.98,69.48,3.55,1.5,0.18,1.54,1.9,40.13,32.41,80.8,5.6,0.22,0.0,0.0,1.1,1.17,0.07,0.73,0.59,0.62,0.0,0.0,0.0,8.52,0.18,0.84,17.9
Franck Kessié,Franck Yannick Kessié,0.0382219398006412,25000000,2017-2018,22,1.83,Central Midfield,right,Serie A,0.14,0.08,0.06,0.08,0.11,0.25,0.0,0.23,0.15,0.12,0.27,0.14,2.07,0.55,26.7,0.03,0.1,17.9,0.0,0.08,0.11,0.23,0.15,0.07,-0.09,-0.09,40.58,49.59,81.8,696.49,167.82,19.49,22.58,86.3,16.93,19.63,86.2,3.64,5.79,62.9,0.08,0.12,1.21,3.97,1.16,0.3,4.25,49.59,49.31,0.28,0.17,0.11,8.63,1.08,1.87,0.03,0.0,0.0,0.0,38.29,4.8,6.51,8.21,38.26,1.96,0.08,0.22,40.58,0.19,0.69,1.16,1.32,3.28,2.76,0.0,0.28,0.14,0.06,0.06,0.19,0.17,0.0,0.0,0.0,0.03,0.0,1.35,0.96,0.58,0.52,0.25,0.39,1.19,32.6,0.8,18.11,4.77,26.3,4.05,9.84,4.22,1.76,0.22,0.0,1.54,0.58,1.93,0.96,0.0,62.38,1.76,9.92,34.68,22.77,4.44,62.13,1.38,2.04,67.6,1.49,0.03,48.68,225.79,121.87,5.82,2.32,0.85,2.04,2.23,52.4,46.06,87.9,5.6,0.25,0.0,0.0,1.96,1.3,0.11,1.87,0.58,0.96,0.03,0.06,0.0,9.84,1.05,1.38,43.2
Franco Di Santo,Franco Matías Di Santo,0.0227891152864423,2500000,2017-2018,30,1.93,Centre-Forward,right,Bundesliga,0.16,0.05,0.11,0.05,0.05,0.22,0.0,0.2,0.16,0.1,0.26,0.16,1.63,0.76,46.7,0.07,0.14,16.6,0.0,0.05,0.05,0.2,0.16,0.1,-0.04,-0.05,17.68,26.28,67.3,289.59,53.43,10.34,13.77,75.1,5.39,8.38,64.3,1.63,2.56,63.8,0.05,0.1,0.87,1.09,0.76,0.38,1.58,26.28,25.3,0.98,0.05,0.11,5.11,0.22,1.69,0.0,0.0,0.0,0.0,13.98,6.09,6.2,2.67,18.61,2.99,0.0,0.33,17.68,0.05,0.49,0.49,1.58,1.74,1.25,0.0,0.11,0.27,0.11,0.0,0.22,0.16,0.0,0.0,0.0,0.05,0.0,0.71,0.6,0.16,0.38,0.16,0.11,0.76,14.3,0.65,21.55,6.31,29.3,1.25,10.01,10.28,0.98,0.05,0.0,0.93,0.11,0.82,1.25,0.0,36.35,1.2,3.59,20.41,14.85,3.16,35.37,0.98,1.47,66.7,0.98,0.05,23.13,108.61,52.18,2.39,0.98,0.49,2.23,1.36,40.27,26.93,66.9,8.27,0.22,0.0,0.0,3.26,1.03,0.98,1.69,0.11,0.6,0.05,0.0,0.0,4.63,2.29,2.72,45.7
Franco Vázquez,Franco Damián Vázquez,0.0294230697498808,9750000,2017-2018,30,1.87,Attacking Midfield,left,La Liga,0.2,0.29,0.2,0.0,0.0,0.24,0.0,0.3,0.3,0.24,0.54,0.2,2.79,0.59,21.1,0.07,0.33,14.6,0.0,0.0,0.0,0.3,0.3,0.11,-0.1,-0.1,32.76,44.8,73.1,533.49,143.57,16.31,20.66,78.9,12.88,17.04,75.6,2.69,4.85,55.6,0.29,0.24,2.01,3.04,1.37,0.34,4.06,44.8,43.68,1.13,0.64,0.05,8.08,0.54,1.86,0.05,0.0,0.0,0.0,33.05,5.09,6.66,35.6,4.99,2.45,0.34,0.34,32.76,0.78,1.08,1.71,1.62,3.77,3.18,0.0,0.1,0.2,0.2,0.1,0.34,0.29,0.0,0.05,0.0,0.0,0.0,1.66,1.22,0.78,0.39,0.49,0.49,1.76,27.8,1.27,21.55,5.44,25.2,3.87,10.87,6.81,0.78,0.05,0.0,0.73,0.88,2.55,0.54,0.0,59.0,0.83,6.46,30.21,27.32,5.78,58.32,1.71,2.5,68.6,1.71,0.2,46.62,235.72,129.32,6.9,2.84,0.73,2.01,2.74,53.67,44.41,82.8,9.79,0.24,0.0,0.0,2.45,3.33,0.44,1.86,0.88,1.22,0.0,0.05,0.0,7.64,1.42,1.42,50.0
