Player_SN,Player_LN,avg_playerankIndex,Player Valuation,scouting_period,Age,Height,Position,Foot,Data_League,Goals.Against,Shots.on.Target.Against,Saves,Save.,Wins,Draws,Losses,Clean.Sheets,Clean.Sheet.Percentage,Penalty.Kicks.Attempted,Penalty.Kicks.Allowed,Penalty.Kicks.Saved,Penalty.Kicks.Missed,Save...Penalty.Kicks.,Goals.Against.1,Penalty.Kicks.Allowed.1,Free.Kick.Goals.Against,Corner.Kick.Goals.Against,Own.Goals.Scored.Against.Goalkeeper,PSxG,PSxG.SoT,PSxG.GA,Passes.Completed..Launched.,Passes.Attempted..Launched.,Pass.Completion.Percentage..Launched.,Passes.Attempted,Throws.Attempted,Launch.,Average.Pass.Length,Goal.Kicks,Launch...Goal.Kicks.,Avg..Length.of.Goal.Kicks,Crosses.Faced,Crosses.Stopped,Crosses.Stopped..,Def..Actions.Outside.Pen..Area,Avg..Distance.of.Def..Actions,longName
Alfred Gomis,Alfred Benjamin Gomis,0.2296050452555117,8000000,2020-2021,28.0,1.96,Goalkeeper,right,Ligue 1,1.3,3.59,2.52,70.1,0.26,0.22,0.52,0.19,18.5,0.26,0.22,0.0,0.04,0.0,1.3,0.22,0.0,0.07,0.04,1.3,0.31,0.04,4.7,11.96,39.3,24.41,5.3,32.0,32.5,7.33,56.6,45.8,8.74,0.93,10.6,0.74,14.9,Alfred Benjamin Gomis
Alfred Gomis,Alfred Benjamin Gomis,0.2358170966999597,2700000,2019-2020,27.0,1.96,Goalkeeper,right,Ligue 1,1.11,4.61,3.61,77.1,0.33,0.39,0.33,0.33,31.6,0.06,0.06,0.0,0.0,0.0,1.11,0.06,0.11,0.11,0.06,1.24,0.26,0.19,9.39,20.94,44.8,31.28,6.22,47.4,39.8,9.33,65.5,48.1,10.61,1.5,14.1,0.28,12.9,Alfred Benjamin Gomis
Alfred Gomis,Alfred Benjamin Gomis,0.1640436059364273,2500000,2018-2019,26.0,1.96,Goalkeeper,right,Serie A,1.41,3.97,2.61,65.8,0.16,0.31,0.52,0.31,31.6,0.05,0.05,0.0,0.0,0.0,1.41,0.05,0.0,0.37,0.0,1.27,0.32,-0.14,5.69,15.62,36.5,28.0,6.27,39.9,36.9,7.63,58.2,46.2,8.31,0.57,6.9,0.42,13.2,Alfred Benjamin Gomis
Alfred Gomis,Alfred Benjamin Gomis,0.1550127566940123,3000000,2017-2018,25.0,1.96,Goalkeeper,right,Serie A,1.71,5.41,3.94,72.8,0.24,0.28,0.48,0.12,12.0,0.28,0.24,0.04,0.0,14.3,1.71,0.24,0.04,0.2,0.08,1.73,0.29,0.1,6.89,19.46,35.4,22.17,4.02,61.9,47.8,8.2,69.9,53.4,10.23,0.56,5.4,0.48,12.9,Alfred Benjamin Gomis
Alisson,Alisson Ramsés Becker,0.2091817646495513,68333333,2020-2021,29.0,1.91,Goalkeeper,right,Premier League,0.97,3.36,2.48,74.8,0.55,0.24,0.21,0.3,30.3,0.24,0.12,0.03,0.09,20.0,0.97,0.12,0.03,0.12,0.0,1.15,0.31,0.18,3.85,8.33,46.2,29.21,4.82,22.6,30.2,5.24,32.9,35.5,6.61,0.67,10.1,1.33,17.9,Alisson Ramsés Becker
Alisson,Alisson Ramsés Becker,0.2185546115412544,81000000,2019-2020,28.0,1.91,Goalkeeper,right,Premier League,0.81,2.8,2.05,72.2,0.81,0.11,0.11,0.46,44.8,0.04,0.04,0.0,0.0,0.0,0.81,0.04,0.0,0.04,0.04,0.8,0.28,0.02,4.88,9.02,54.1,26.72,4.67,24.9,31.7,6.02,39.4,38.8,6.97,0.57,8.1,1.31,17.5,Alisson Ramsés Becker
Alisson,Alisson Ramsés Becker,0.2549285212724591,72500000,2018-2019,27.0,1.91,Goalkeeper,right,Premier League,0.58,2.55,1.97,77.3,0.79,0.18,0.03,0.55,55.3,0.03,0.0,0.0,0.03,,0.58,0.0,0.0,0.13,0.0,0.75,0.3,0.17,5.21,10.5,49.6,27.84,5.18,26.7,32.4,5.68,53.7,46.8,6.92,0.53,7.6,1.16,16.7,Alisson Ramsés Becker
Alisson,Alisson Ramsés Becker,0.2543623829003076,32750000,2017-2018,26.0,1.91,Goalkeeper,right,Serie A,0.76,3.65,2.89,81.5,0.59,0.22,0.19,0.46,45.9,0.14,0.08,0.05,0.0,40.0,0.76,0.08,0.0,0.05,0.0,1.05,0.26,0.29,6.62,11.97,55.3,26.86,5.35,35.7,35.2,4.89,48.6,45.3,8.27,0.68,8.2,1.32,17.5,Alisson Ramsés Becker
Andrés Fernández,Andrés Eduardo Fernández Moreno,0.1756362192390041,600000,2020-2021,35.0,1.85,Goalkeeper,right,La Liga,1.31,3.13,2.0,64.0,0.13,0.5,0.38,0.25,25.0,0.19,0.19,0.0,0.0,0.0,1.31,0.19,0.06,0.19,0.06,1.06,0.29,-0.19,5.69,16.25,35.0,27.81,4.38,44.3,38.0,7.56,52.1,42.1,10.44,0.81,7.8,0.44,12.2,Andrés Eduardo Fernández Moreno
Antonio Adán,Antonio Adán Garrido,0.1224307704619984,6500000,2017-2018,31.0,1.9,Goalkeeper,left,La Liga,1.77,4.23,2.67,60.6,0.47,0.13,0.4,0.3,30.0,0.13,0.1,0.03,0.0,25.0,1.77,0.1,0.0,0.2,0.13,1.29,0.28,-0.34,6.73,16.57,40.6,31.17,3.57,42.1,36.5,5.6,61.3,46.1,9.9,1.07,10.8,0.57,14.5,Antonio Adán Garrido
Asier Riesgo,Asier Riesgo Unamuno,0.1397284927427947,400000,2018-2019,36.0,1.85,Goalkeeper,right,La Liga,1.43,3.21,1.86,55.6,0.14,0.57,0.29,0.29,28.6,0.0,0.0,0.0,0.0,,1.43,0.0,0.0,0.0,0.07,1.28,0.41,-0.08,9.43,20.93,45.1,21.79,3.0,71.1,50.2,5.64,96.2,65.7,7.29,0.71,9.8,1.43,16.5,Asier Riesgo Unamuno
Ciprian Tătărușanu,Anton Ciprian Tătărușanu,0.181750108664208,3000000,2018-2019,33.0,1.98,Goalkeeper,right,Ligue 1,1.13,3.58,2.52,69.5,0.3,0.23,0.49,0.26,25.9,0.15,0.04,0.11,0.0,75.0,1.13,0.04,0.0,0.3,0.04,1.15,0.29,0.06,6.7,15.36,43.6,23.15,4.37,42.1,37.7,8.02,70.0,52.5,7.64,0.6,7.9,0.87,16.9,Anton Ciprian Tătărușanu
Ciprian Tătărușanu,Anton Ciprian Tătărușanu,0.2093190394290628,4000000,2017-2018,32.0,1.98,Goalkeeper,right,Ligue 1,1.03,3.59,2.62,72.9,0.38,0.27,0.35,0.32,32.4,0.08,0.05,0.0,0.03,0.0,1.03,0.05,0.0,0.19,0.0,0.85,0.23,-0.18,4.24,13.35,31.8,17.76,3.3,46.9,40.7,5.59,89.9,64.6,11.49,1.35,11.8,0.35,13.7,Anton Ciprian Tătărușanu
Claudio Bravo,Claudio Andrés Bravo Muñoz,0.1563578457162084,1000000,2020-2021,38.0,1.84,Goalkeeper,right,La Liga,1.25,3.45,2.4,69.6,0.4,0.4,0.2,0.35,35.0,0.25,0.2,0.05,0.0,20.0,1.25,0.2,0.0,0.1,0.05,1.36,0.34,0.16,6.95,17.9,38.8,25.95,4.05,52.4,43.0,6.5,66.2,51.3,9.3,0.5,5.4,0.4,12.8,Claudio Andrés Bravo Muñoz
David de Gea,David de Gea Quintana,0.1841701974171689,25000000,2020-2021,31.0,1.89,Goalkeeper,right,Premier League,1.25,3.33,2.27,67.1,0.47,0.35,0.2,0.35,34.6,0.16,0.16,0.0,0.0,0.0,1.25,0.16,0.04,0.2,0.08,1.18,0.31,0.0,3.69,8.55,43.1,16.55,3.14,35.5,33.7,6.75,39.5,34.9,7.65,0.35,4.6,0.35,14.1,David de Gea Quintana
David de Gea,David de Gea Quintana,0.2139369352888463,50000000,2019-2020,30.0,1.89,Goalkeeper,right,Premier League,0.95,3.29,2.42,73.6,0.47,0.32,0.21,0.34,34.2,0.08,0.08,0.0,0.0,0.0,0.95,0.08,0.03,0.21,0.03,0.98,0.28,0.06,3.16,8.18,38.6,17.61,3.89,33.8,34.3,6.97,32.1,33.9,7.5,0.39,5.3,0.29,13.3,David de Gea Quintana
David de Gea,David de Gea Quintana,0.1712691632609024,67500000,2018-2019,29.0,1.89,Goalkeeper,right,Premier League,1.42,4.47,3.29,71.8,0.5,0.24,0.26,0.18,18.4,0.16,0.16,0.0,0.0,0.0,1.42,0.16,0.05,0.18,0.08,1.34,0.27,0.0,8.47,18.16,46.7,20.29,3.87,54.5,44.7,8.79,80.8,60.2,8.18,0.55,6.8,0.26,12.2,David de Gea Quintana
David de Gea,David de Gea Quintana,0.2675297153165653,60000000,2017-2018,28.0,1.89,Goalkeeper,right,Premier League,0.76,3.76,3.05,80.6,0.65,0.16,0.19,0.49,48.6,0.03,0.03,0.0,0.0,0.0,0.76,0.03,0.03,0.14,0.05,0.93,0.24,0.23,6.95,17.84,38.9,21.46,3.84,54.5,44.2,7.89,77.7,59.1,8.14,0.51,6.3,0.35,13.3,David de Gea Quintana
David Ospina,David Ospina Ramírez,0.2170785478230102,4666666,2020-2021,33.0,1.83,Goalkeeper,right,Serie A,0.75,2.44,1.88,76.9,0.69,0.0,0.31,0.5,50.0,0.19,0.19,0.0,0.0,0.0,0.75,0.19,0.0,0.0,0.0,0.83,0.27,0.08,4.56,9.69,47.1,30.19,3.06,29.6,31.4,3.5,21.4,25.6,7.31,0.69,9.4,0.75,15.4,David Ospina Ramírez
David Ospina,David Ospina Ramírez,0.198230400692956,3150000,2019-2020,32.0,1.83,Goalkeeper,right,Serie A,1.04,3.25,2.21,71.7,0.55,0.18,0.31,0.25,23.5,0.12,0.12,0.0,0.0,0.0,1.04,0.12,0.06,0.12,0.0,1.1,0.31,0.06,3.31,6.68,49.5,23.46,3.55,23.5,28.3,5.15,22.6,24.1,7.78,0.67,8.7,0.55,14.0,David Ospina Ramírez
David Ospina,David Ospina Ramírez,0.1838199794489973,4500000,2018-2019,31.0,1.83,Goalkeeper,right,Serie A,1.24,3.89,2.72,69.8,0.56,0.25,0.19,0.31,31.3,0.06,0.06,0.0,0.0,0.0,1.24,0.06,0.06,0.19,0.0,1.03,0.25,-0.2,3.77,9.76,38.6,21.19,4.26,30.6,32.8,6.98,46.9,41.6,8.4,0.99,11.8,0.25,13.6,David Ospina Ramírez
David Soria,David Soria Solís,0.2292662960568365,11000000,2020-2021,28.0,1.92,Goalkeeper,right,La Liga,1.11,2.68,1.86,66.7,0.21,0.29,0.5,0.36,35.7,0.25,0.21,0.04,0.0,14.3,1.11,0.21,0.0,0.14,0.11,1.05,0.32,0.05,10.68,26.75,39.9,23.61,0.5,87.9,59.1,6.96,86.2,59.4,7.43,0.71,9.6,1.5,17.0,David Soria Solís
David Soria,David Soria Solís,0.2370313393503205,16250000,2019-2020,27.0,1.92,Goalkeeper,right,La Liga,0.97,2.68,1.84,68.6,0.37,0.32,0.32,0.39,39.5,0.16,0.13,0.03,0.0,16.7,0.97,0.13,0.0,0.05,0.03,1.0,0.33,0.06,9.71,25.97,37.4,22.92,1.08,86.3,58.8,6.82,90.7,61.4,6.89,0.79,11.5,1.29,17.0,David Soria Solís
David Soria,David Soria Solís,0.2530838212754182,8250000,2018-2019,26.0,1.92,Goalkeeper,right,La Liga,0.92,3.43,2.7,76.4,0.38,0.38,0.24,0.35,35.1,0.19,0.11,0.05,0.03,33.3,0.92,0.11,0.03,0.05,0.08,1.02,0.27,0.19,9.62,25.84,37.2,21.49,1.43,87.3,57.6,7.46,94.9,64.2,8.65,0.84,9.7,0.68,15.2,David Soria Solís
David Soria,David Soria Solís,0.1762097935975953,3500000,2017-2018,25.0,1.92,Goalkeeper,right,La Liga,1.35,4.06,2.92,70.2,0.5,0.28,0.28,0.36,33.3,0.21,0.14,0.0,0.07,0.0,1.35,0.14,0.0,0.07,0.07,1.26,0.3,-0.02,3.63,9.04,40.2,16.43,3.27,36.4,33.5,4.13,74.1,51.8,9.75,1.0,10.2,0.43,14.5,David Soria Solís
Diego López,Diego López Rodríguez,0.1336977396052229,900000,2019-2020,39.0,1.96,Goalkeeper,right,La Liga,1.62,4.26,2.81,66.0,0.11,0.25,0.64,0.11,11.1,0.19,0.17,0.03,0.0,14.3,1.62,0.17,0.0,0.17,0.06,1.4,0.3,-0.16,6.27,19.24,32.6,23.36,3.29,57.1,45.2,8.44,70.0,52.0,8.41,0.72,8.6,0.86,14.6,Diego López Rodríguez
Diego López,Diego López Rodríguez,0.1789445297661528,750000,2018-2019,38.0,1.96,Goalkeeper,right,La Liga,1.32,4.11,3.0,71.8,0.37,0.29,0.34,0.26,26.3,0.21,0.16,0.05,0.0,25.0,1.32,0.16,0.13,0.21,0.05,1.32,0.28,0.05,6.71,15.84,42.4,23.0,3.39,43.2,38.4,8.66,68.1,50.3,11.89,0.79,6.6,0.16,12.5,Diego López Rodríguez
Diego López,Diego López Rodríguez,0.228139500049304,750000,2017-2018,37.0,1.96,Goalkeeper,right,La Liga,1.16,4.0,3.16,73.7,0.32,0.53,0.21,0.32,30.0,0.21,0.11,0.11,0.0,50.0,1.16,0.11,0.0,0.0,0.21,1.09,0.24,0.14,4.95,13.91,35.6,14.65,2.95,50.4,41.7,6.85,95.4,61.7,9.7,0.74,7.6,0.21,12.4,Diego López Rodríguez
Ederson,Ederson Santana de Moraes,0.2140909717739548,54000000,2020-2021,28.0,1.88,Goalkeeper,left,Premier League,0.78,2.33,1.75,75.0,0.69,0.14,0.17,0.53,52.8,0.22,0.19,0.03,0.0,12.5,0.78,0.19,0.0,0.06,0.03,0.81,0.28,0.06,3.86,8.47,45.6,25.89,4.11,24.9,31.5,4.39,46.2,43.0,4.97,0.39,7.8,0.64,15.7,Ederson Santana de Moraes
Ederson,Ederson Santana de Moraes,0.2155662282160284,63000000,2019-2020,27.0,1.88,Goalkeeper,left,Premier League,0.82,2.7,1.9,72.8,0.7,0.09,0.23,0.47,45.7,0.09,0.09,0.0,0.0,0.0,0.82,0.09,0.03,0.12,0.03,0.86,0.3,0.07,3.72,7.27,51.2,27.08,4.72,21.9,29.7,4.07,33.1,35.0,5.04,0.35,7.0,1.11,17.6,Ederson Santana de Moraes
Ederson,Ederson Santana de Moraes,0.2343331987948372,63333333,2018-2019,26.0,1.88,Goalkeeper,left,Premier League,0.61,2.08,1.58,75.9,0.84,0.05,0.11,0.53,52.6,0.11,0.11,0.0,0.0,0.0,0.61,0.11,0.03,0.13,0.0,0.74,0.32,0.13,3.84,7.55,50.9,23.92,4.53,21.7,30.1,4.92,48.1,46.9,4.84,0.5,10.3,0.82,17.3,Ederson Santana de Moraes
Ederson,Ederson Santana de Moraes,0.2283572380463197,38750000,2017-2018,25.0,1.88,Goalkeeper,left,Premier League,0.73,2.17,1.46,66.2,0.85,0.11,0.06,0.48,47.2,0.08,0.0,0.06,0.03,100.0,0.73,0.0,0.03,0.03,0.06,0.63,0.29,-0.05,4.31,7.94,54.3,26.51,4.39,20.4,28.8,4.51,56.3,49.8,4.54,0.51,11.2,1.35,18.0,Ederson Santana de Moraes
Emiliano Martínez,Damián Emiliano Martínez,0.2164513310699536,18600000,2020-2021,29.0,1.95,Goalkeeper,right,Premier League,1.21,4.66,3.55,76.8,0.42,0.18,0.39,0.39,39.5,0.16,0.13,0.03,0.0,16.7,1.21,0.13,0.05,0.11,0.03,1.38,0.27,0.19,7.61,19.16,39.7,27.39,4.26,52.7,42.5,6.68,70.5,52.9,10.34,0.87,8.4,0.55,13.1,Damián Emiliano Martínez
Fernando Pacheco,Fernando Pacheco Flores,0.1431569052278068,11500000,2020-2021,29.0,1.87,Goalkeeper,left,La Liga,1.53,3.82,2.31,62.0,0.24,0.3,0.46,0.24,24.3,0.08,0.08,0.0,0.0,0.0,1.53,0.08,0.0,0.16,0.0,1.48,0.38,-0.06,8.84,17.25,51.2,20.99,3.01,58.3,44.9,8.06,62.3,47.1,8.87,0.83,9.4,0.62,14.8,Fernando Pacheco Flores
Fernando Pacheco,Fernando Pacheco Flores,0.1476093543696714,16250000,2019-2020,28.0,1.87,Goalkeeper,left,La Liga,1.41,3.51,2.33,68.5,0.27,0.27,0.5,0.23,22.2,0.42,0.31,0.11,0.0,27.3,1.41,0.31,0.11,0.08,0.0,1.29,0.3,-0.13,11.07,23.51,47.1,21.45,3.51,68.7,47.9,9.62,91.3,61.0,9.69,0.65,6.7,0.46,13.4,Fernando Pacheco Flores
Fernando Pacheco,Fernando Pacheco Flores,0.1901419713507552,15000000,2018-2019,27.0,1.87,Goalkeeper,left,La Liga,1.31,4.14,3.0,72.4,0.31,0.31,0.37,0.23,22.9,0.17,0.17,0.0,0.0,0.0,1.31,0.17,0.09,0.03,0.06,1.26,0.28,0.0,9.0,21.69,41.5,21.57,2.51,67.4,47.5,8.17,87.4,58.7,10.11,0.83,8.2,0.83,15.2,Fernando Pacheco Flores
Fernando Pacheco,Fernando Pacheco Flores,0.1749424330585463,7000000,2017-2018,26.0,1.87,Goalkeeper,left,La Liga,1.34,4.64,3.54,75.1,0.4,0.05,0.54,0.32,32.4,0.29,0.19,0.08,0.03,30.0,1.34,0.19,0.05,0.19,0.05,1.42,0.28,0.13,6.97,16.81,41.5,15.28,2.04,68.8,47.0,7.0,90.0,60.7,11.34,0.54,4.7,0.29,12.9,Fernando Pacheco Flores
Gabriel,Gabriel Vasconcelos Ferreira,0.0626121137643826,900000,2019-2020,28.0,1.93,Goalkeeper,right,Serie A,2.28,6.52,4.59,69.6,0.18,0.24,0.6,0.06,5.9,0.36,0.3,0.06,0.0,16.7,2.28,0.3,0.03,0.36,0.09,2.43,0.34,0.24,4.41,10.63,41.5,19.61,5.83,36.1,34.9,9.79,36.2,31.8,11.47,0.63,5.5,0.36,13.6,Gabriel Vasconcelos Ferreira
Heurelho Gomes,Heurelho da Silva Gomes,0.1365350136823286,1000000,2017-2018,37.0,1.91,Goalkeeper,right,Premier League,1.69,4.1,2.54,61.9,0.3,0.21,0.51,0.21,20.8,0.13,0.13,0.0,0.0,0.0,1.69,0.13,0.04,0.3,0.04,1.37,0.32,-0.28,8.62,21.52,40.1,24.01,5.03,65.0,48.3,7.52,78.7,60.1,9.13,1.14,12.5,0.68,14.4,Heurelho da Silva Gomes
Iago Herrerín,Iago Herrerín Buisán,0.1971148733956674,4000000,2018-2019,31.0,1.87,Goalkeeper,right,La Liga,1.03,2.74,1.81,65.9,0.39,0.32,0.29,0.32,32.3,0.1,0.1,0.0,0.0,0.0,1.03,0.1,0.0,0.13,0.0,0.89,0.3,-0.15,11.35,24.74,45.9,25.06,2.74,73.1,52.6,6.87,93.4,69.1,9.65,0.71,7.4,0.84,16.0,Iago Herrerín Buisán
Iván Cuéllar,Iván Cuéllar Sacristán,0.1937101916926925,725000,2019-2020,36.0,1.87,Goalkeeper,left,La Liga,1.22,3.67,2.48,67.7,0.26,0.33,0.41,0.3,29.6,0.07,0.04,0.04,0.0,50.0,1.22,0.04,0.04,0.3,0.0,1.1,0.29,-0.13,8.52,23.08,36.9,22.42,4.0,69.9,52.1,8.08,91.7,67.8,10.08,1.19,11.8,1.26,16.0,Iván Cuéllar Sacristán
Iván Cuéllar,Iván Cuéllar Sacristán,0.214401476207386,700000,2018-2019,35.0,1.87,Goalkeeper,left,La Liga,1.12,3.27,2.24,67.6,0.29,0.35,0.35,0.29,29.4,0.06,0.06,0.0,0.0,0.0,1.12,0.06,0.06,0.06,0.03,1.07,0.32,-0.02,9.34,22.79,41.0,23.03,2.71,68.2,51.4,7.92,89.6,66.1,10.72,0.77,7.1,0.59,14.4,Iván Cuéllar Sacristán
Iván Cuéllar,Iván Cuéllar Sacristán,0.2009828135787372,700000,2017-2018,34.0,1.87,Goalkeeper,left,La Liga,1.23,4.11,3.0,73.6,0.31,0.2,0.49,0.4,40.0,0.17,0.14,0.03,0.0,16.7,1.23,0.14,0.09,0.14,0.0,1.16,0.26,-0.07,8.0,23.17,34.5,21.54,2.0,80.2,55.7,6.0,98.1,69.8,8.89,0.83,9.3,0.86,15.4,Iván Cuéllar Sacristán
Iván Villar,Iván Villar Martínez,0.1846135092250453,1200000,2020-2021,24.0,1.86,Goalkeeper,right,La Liga,1.52,3.64,2.38,66.7,0.35,0.25,0.35,0.25,26.3,0.35,0.3,0.05,0.0,14.3,1.52,0.3,0.05,0.1,0.05,1.42,0.32,-0.05,5.31,18.7,28.4,25.87,3.94,50.0,41.2,8.69,66.3,51.4,10.66,0.91,8.5,0.76,15.1,Iván Villar Martínez
Jaume Doménech,Jaume Doménech Sánchez,0.1935641165453084,5250000,2020-2021,31.0,1.85,Goalkeeper,right,La Liga,1.5,4.43,3.07,69.4,0.18,0.43,0.39,0.14,14.3,0.21,0.14,0.07,0.0,33.3,1.5,0.14,0.07,0.25,0.07,1.4,0.28,-0.03,9.43,18.75,50.3,23.36,3.75,53.4,40.8,8.68,72.4,53.4,11.61,0.75,6.5,0.54,13.0,Jaume Doménech Sánchez
Jaume Doménech,Jaume Doménech Sánchez,0.149555258131398,6750000,2019-2020,30.0,1.85,Goalkeeper,right,La Liga,1.56,5.44,3.94,72.5,0.27,0.27,0.41,0.2,21.4,0.07,0.07,0.0,0.0,0.0,1.56,0.07,0.07,0.27,0.0,1.54,0.28,-0.02,7.21,17.33,41.6,22.09,4.15,48.3,38.8,8.97,74.2,53.9,12.1,0.48,3.9,0.41,12.8,Jaume Doménech Sánchez
Joel Robles,Joel Robles Blázquez,0.1533466821517866,4333333,2020-2021,31.0,1.97,Goalkeeper,right,La Liga,1.39,3.11,2.06,62.5,0.5,0.11,0.39,0.33,33.3,0.28,0.22,0.06,0.0,20.0,1.39,0.22,0.06,0.28,0.11,1.19,0.31,-0.08,5.5,16.72,32.9,24.94,4.44,52.6,43.0,6.44,56.0,45.3,8.06,0.56,6.9,0.78,16.3,Joel Robles Blázquez
Joel Robles,Joel Robles Blázquez,0.1276061787395292,6750000,2019-2020,30.0,1.97,Goalkeeper,right,La Liga,1.5,3.68,2.49,68.6,0.28,0.34,0.41,0.16,15.2,0.34,0.34,0.0,0.0,0.0,1.5,0.34,0.03,0.09,0.03,1.4,0.31,-0.07,5.33,14.46,36.9,28.28,4.18,39.4,36.6,7.64,43.7,39.6,9.23,0.65,7.1,0.84,15.5,Joel Robles Blázquez
Juan Soriano,Juan Soriano Oropesa,0.1226980363275106,1800000,2019-2020,23.0,1.85,Goalkeeper,right,La Liga,1.64,3.09,2.0,61.8,0.09,0.27,0.64,0.09,9.1,0.45,0.45,0.0,0.0,0.0,1.64,0.45,0.09,0.0,0.09,1.42,0.33,-0.13,4.45,15.91,28.0,20.18,5.36,52.3,45.8,6.82,78.7,63.1,6.36,0.64,10.0,0.64,18.3,Juan Soriano Oropesa
Kepa Arrizabalaga,Kepa Arrizabalaga Revuelta,0.1253022001038523,44000000,2019-2020,26.0,1.86,Goalkeeper,right,Premier League,1.42,3.0,1.67,54.5,0.55,0.12,0.33,0.24,24.2,0.06,0.06,0.0,0.0,0.0,1.42,0.06,0.06,0.24,0.06,1.08,0.35,-0.29,4.3,10.09,42.6,26.88,4.39,28.2,31.8,6.03,41.7,39.1,7.21,0.55,7.6,0.64,15.9,Kepa Arrizabalaga Revuelta
Kepa Arrizabalaga,Kepa Arrizabalaga Revuelta,0.1770455353226269,51250000,2018-2019,25.0,1.86,Goalkeeper,right,Premier League,1.08,3.31,2.19,68.1,0.56,0.22,0.22,0.39,38.9,0.06,0.03,0.03,0.0,50.0,1.08,0.03,0.0,0.17,0.0,1.01,0.29,-0.07,5.0,8.86,56.4,25.08,4.42,22.6,29.0,7.19,44.4,40.6,6.78,0.53,7.8,0.61,16.3,Kepa Arrizabalaga Revuelta
Kepa Arrizabalaga,Kepa Arrizabalaga Revuelta,0.1726289445910135,20000000,2017-2018,24.0,1.86,Goalkeeper,right,La Liga,1.43,4.5,3.17,68.9,0.23,0.3,0.47,0.23,23.3,0.1,0.03,0.07,0.0,66.7,1.43,0.03,0.1,0.2,0.1,1.39,0.29,0.06,10.17,20.77,49.0,25.87,2.7,63.3,46.8,5.0,88.0,61.8,8.9,0.77,8.6,0.5,14.7,Kepa Arrizabalaga Revuelta
Keylor Navas,Keylor Navas Gamboa,0.2710728438535325,11000000,2020-2021,35.0,1.85,Goalkeeper,right,Ligue 1,0.64,3.18,2.54,80.9,0.75,0.11,0.18,0.54,51.7,0.07,0.04,0.04,0.0,50.0,0.64,0.04,0.0,0.11,0.0,0.79,0.23,0.14,3.75,6.79,55.3,20.46,4.04,26.4,30.3,6.14,22.7,28.4,7.21,0.25,3.5,0.43,13.1,Keylor Navas Gamboa
Keylor Navas,Keylor Navas Gamboa,0.2167873903077126,9000000,2019-2020,34.0,1.85,Goalkeeper,right,Ligue 1,0.86,3.1,2.19,72.3,0.81,0.1,0.1,0.52,52.4,0.0,0.0,0.0,0.0,,0.86,0.0,0.0,0.0,0.05,0.73,0.24,-0.08,3.19,6.29,50.8,19.33,3.62,24.4,30.9,6.57,23.9,29.7,5.33,0.33,6.3,0.33,14.0,Keylor Navas Gamboa
Keylor Navas,Keylor Navas Gamboa,0.2254246556761439,12333333,2018-2019,33.0,1.85,Goalkeeper,right,La Liga,0.8,3.0,2.2,73.3,0.6,0.2,0.2,0.4,40.0,0.0,0.0,0.0,0.0,,0.8,0.0,0.0,0.2,0.0,0.88,0.29,0.08,3.2,9.1,35.2,23.2,6.1,29.7,34.1,5.3,41.5,44.4,7.9,0.6,7.6,0.6,15.0,Keylor Navas Gamboa
Keylor Navas,Keylor Navas Gamboa,0.1917374198694544,18000000,2017-2018,32.0,1.85,Goalkeeper,right,La Liga,1.15,4.0,2.96,73.1,0.59,0.26,0.15,0.26,25.9,0.15,0.07,0.07,0.0,50.0,1.15,0.07,0.0,0.3,0.04,1.18,0.27,0.07,2.74,6.59,41.6,16.93,3.89,26.5,32.6,3.26,64.8,53.6,7.93,0.85,10.7,0.7,15.0,Keylor Navas Gamboa
Kiko Casilla,Francisco Casilla Cortés,0.2045604368344069,6000000,2017-2018,32.0,1.9,Goalkeeper,right,La Liga,1.1,3.0,2.0,63.3,0.6,0.2,0.2,0.3,30.0,0.0,0.0,0.0,0.0,,1.1,0.0,0.0,0.1,0.1,0.97,0.36,-0.03,2.9,7.2,40.3,17.1,3.9,29.2,33.3,4.4,50.0,41.9,8.0,0.6,7.5,0.5,14.9,Francisco Casilla Cortés
Mariano Barbosa,Mariano Damián Barbosa,0.1832999167218851,900000,2017-2018,34.0,1.88,Goalkeeper,right,La Liga,1.12,3.84,2.8,72.9,0.48,0.24,0.24,0.4,41.7,0.08,0.08,0.0,0.0,0.0,1.12,0.08,0.0,0.16,0.0,1.05,0.26,-0.07,3.76,11.6,32.4,16.88,3.52,34.6,34.5,6.56,87.8,61.1,12.24,1.04,8.5,0.16,12.8,Mariano Damián Barbosa
Miguel Ángel Moyá,Miguel Ángel Moyà Rumbo,0.1799531353684776,1350000,2019-2020,36.0,1.89,Goalkeeper,right,La Liga,1.23,3.92,2.77,68.6,0.38,0.31,0.31,0.23,23.1,0.08,0.0,0.0,0.08,,1.23,0.0,0.0,0.08,0.08,1.01,0.26,-0.15,7.69,14.46,53.2,27.54,4.46,32.7,32.9,7.69,71.0,48.6,7.85,1.0,12.7,0.92,15.9,Miguel Ángel Moyà Rumbo
Miguel Ángel Moyá,Miguel Ángel Moyà Rumbo,0.1836325301429156,1750000,2018-2019,35.0,1.89,Goalkeeper,right,La Liga,1.0,3.0,2.0,66.7,0.27,0.18,0.55,0.18,18.2,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.09,0.0,0.9,0.31,-0.1,7.64,13.64,56.0,25.91,3.0,35.1,34.3,7.0,64.9,46.5,11.09,1.18,10.7,1.09,17.6,Miguel Ángel Moyà Rumbo
